"word","freq"
"pocket",3.441
"leaves",3.44
"drinkin'",3.439
"sweat",3.426
"beauty",3.423
"serenity",3.422
"worse",3.422
"stage",3.419
"cocaine",3.415
"bump",3.414
"wheels",3.411
"figured",3.409
"cutie",3.404
"moved",3.399
"double",3.399
"life's",3.398
"motown",3.397
"unlike",3.396
"shoppin'",3.38
"visions",3.378
"dr",3.377
"faster",3.376
"selling",3.375
"goose",3.374
"putting",3.374
"jokes",3.371
"clock's",3.368
"sister",3.368
"flight",3.363
"sippin'",3.362
"married",3.357
"hype",3.356
"graduated",3.353
"sht",3.35
"porn",3.347
"thursday",3.345
"fighting",3.34
"george",3.34
"luxury",3.339
"omen",3.339
"spins",3.333
"seem",3.332
"outside",3.332
"sonic",3.332
"attitude",3.331
"jayz",3.327
"tear",3.326
"livin",3.322
"zoning",3.319
"nowyou",3.319
"bathroom",3.318
"frontin'",3.31
"honey",3.306
"hater",3.305
"meant",3.3
"aunt",3.297
"teacher",3.297
"choir",3.292
"hustler",3.291
"breathing",3.291
"text",3.276
"smokin",3.267
"highest",3.263
"whips",3.262
"kim",3.261
"roof",3.259
"why'd",3.257
"due",3.256
"james",3.256
"lips",3.254
"gurl",3.252
"passin",3.251
"metro",3.247
"invented",3.247
"lyrics",3.244
"killer",3.243
"focus",3.24
"rented",3.239
"brothers",3.237
"paranoid",3.233
"menace",3.233
"robocop",3.233
"tek",3.225
"popped",3.224
"grade",3.219
"cup",3.217
"bank",3.215
"pardon",3.209
"could've",3.207
"12",3.206
"drifting",3.198
"kissing",3.195
"ship",3.192
"eight",3.191
"rocking",3.186
"religion",3.175
"dropout",3.172
"actin",3.165
"drown",3.165
"motherfuckin'",3.159
"lookin",3.158
"crying",3.156
"lives",3.155
"longest",3.154
"romans",3.154
"wants",3.154
"giving",3.152
"mirror",3.148
"bars",3.14
"voice",3.14
"woulda",3.14
"scene",3.137
"powers",3.132
"dust",3.13
"hug",3.129
"strong",3.127
"fun",3.126
"chief",3.12
"stone",3.118
"trouble",3.115
"bonus",3.114
"flesh",3.11
"hottest",3.11
"date",3.109
"ham",3.109
"hennessey",3.108
"mixed",3.106
"basement",3.106
"mob",3.103
"floors",3.103
"prada",3.1
"agree",3.099
"seconds",3.088
"schizoid",3.087
"overnight",3.084
"continue",3.082
"dime",3.08
"couch",3.08
"sipping",3.079
"pole",3.075
"thick",3.074
"magazines",3.073
"rights",3.072
"system",3.071
"split",3.069
